Role,Profile Description,Profile Filter(s),Profile Application,SoxCritical,Privileged,Owner
Template:@FXOPSCLSV - Session:@FXOPSCLSV,No Description,'ENTITLEMENTS.CONTAINS_ALL({"INTL";"ADMEN";"ADMV2";"ADMVE";"BALQU";"BTROW";"BTRTF";"CANCL";"CANEX";"CANIN";"CTRTF";"ENTRY";"ERTOV";"INQS+";"INQSO";"LINU";"QUS";"RELS+";"RELSO";"RPTS*";"RPTSO";"SURPT";"SW1XX";"SW2XX";"SW3XX";"SW9XX";"SWFMT";"VEALL";"VEBKT";"VEFED";"VEFUT";"VELTR";"VESWF";"VEWIR"})',Money Transfer System,TRUE,FALSE,UFSS146
Template:@FXOPMGMT2 - Session:@FXOPMGMT2,No Description,'ENTITLEMENTS.CONTAINS_ALL({"INTL";"ADMEN";"ADMEX";"ADMV2";"ADMVE";"ADTHD";"ADTS+";"ADTSO";"ADTU+";"ADTUP";"AUTDS";"AUTEN";"AUXSO";"BALQU";"BNKS+";"BNKSO";"BTROW";"BTRTF";"CANCL";"CANEX";"CANIN";"CTRTF";"CURSO";"ENTRY";"ERTOV";"EXBKT";"EXCQU";"EXFED";"EXFUT";"EXSWF";"EXWIR";"FEES*";"FEESO";"INQS+";"INQSO";"LINU";"MONS+";"MONSO";"OPRSO";"QUS";"REBKT";"RECMS";"REFUT";"RELS+";"RELSO";"RESWF";"REWIR";"RPTS*";"RPTSO";"RPTU*";"RPTUP";"RPTV*";"RPTVE";"SFMCD";"SFMLN";"SFMOV";"SFMRF";"STOS+";"SURPT";"SW1XX";"SW2XX";"SW3XX";"SW9XX";"SWFMT";"SWX99";"VEALL";"VEBKT";"VEFED";"VEFUT";"VELRG";"VELTR";"VESWF";"VEWIR"})',Money Transfer System,TRUE,FALSE,UFSS146
Template:@FXOPSMGMT - Session:@FXOPSMGMT,No Description,'ENTITLEMENTS.CONTAINS_ALL({"INTL";"ADMEN";"ADMEX";"ADMV2";"ADMVE";"ADTHD";"ADTS+";"ADTSO";"ADTU+";"ADTUP";"AUTDS";"AUTEN";"AUXSO";"BALQU";"BNKS+";"BNKSO";"BTROW";"BTRTF";"CANCL";"CANEX";"CANIN";"CTRTF";"CURSO";"ENTRY";"ERTOV";"EXBKT";"EXCQU";"EXFED";"EXFUT";"EXSWF";"EXWIR";"FAIEX";"FATST";"FEES*";"FEESO";"INQS+";"INQSO";"LINU";"MONS+";"MONSO";"OPRSO";"PRTCL";"PRTS*";"PRTU*";"QUS";"REBKT";"RECMS";"REFUT";"RELS+";"RELSO";"RESWF";"REWIR";"RPTS*";"RPTSO";"RPTU*";"RPTUP";"RPTV*";"RPTVE";"STOS+";"SURPT";"SW1XX";"SW2XX";"SW3XX";"SW9XX";"SWFMT";"TSTSO";"TSTUP";"VEALL";"VEBKT";"VEFED";"VEFUT";"VELRG";"VELTR";"VESWF";"VEWIR"})',Money Transfer System,TRUE,FALSE,UFSS146
Template:@GACCS - Session:@GACCS,No Description,'ENTITLEMENTS.CONTAINS_ALL({"ATLCOR";"AUXS*";"INQS+";"QUS";"RPTS*"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQY - Session:@INQY-INTL,No Description,'ENTITLEMENTS.CONTAINS_ALL({"INTL";"AUXS*";"AUXSO";"BALQU";"INQS+";"QUS";"RELS+";"RPTS*";"STOS+";"SW1XX";"SW2XX";"SW3XX";"SW4XX";"SW7XX";"SW9XX";"SWX99"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYANNOP - Session:@INQYANNOP,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCA12";"AUXSO";"INQS+";"RPTS*"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYATLCO - Session:@INQYATLCO,No Description,'ENTITLEMENTS.CONTAINS_ALL({"ATLCOR";"AUXSO";"INQS+";"QUS";"RPTS*"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYFACTR - Session:@INQYFACTR,No Description,'ENTITLEMENTS.CONTAINS_ALL({"FACTOR";"AUXSO";"INQS+";"RPTS*"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYGENSP - Session:@INQYGENSP,No Description,'ENTITLEMENTS.CONTAINS_ALL({"ORLTR";"AUXSO";"INQS+";"RPTS*"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INSCP - Session:@INSCP,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCA13";"INQS+"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYLOC13 - Session:@INQYLOC13,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCA13";"AUXSO";"INQS+"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYLOCA2 - Session:@INQYLOCA2,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCAT2";"AUXSO";"BALQU";"INQS+";"QUS";"RELS+";"RPTS*";"STOSO"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYLOCA3 - Session:@INQYLOCA3,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCAT3";"AUXSO";"INQS+";"RPTS*"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYLOCA5 - Session:@INQYLOCA5,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCAT5";"AUXSO";"INQS+"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYLOCA8 - Session:@INQYLOCA8,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCAT8";"AUXSO";"INQS+"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYMIAIP - Session:@INQYMIAIP,No Description,'ENTITLEMENTS.CONTAINS_ALL({"MIAIPB";"AUXSO";"INQS+";"RELS+";"RPTS*"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYMIATM - Session:@INQYMIATM,No Description,'ENTITLEMENTS.CONTAINS_ALL({"MIATMO";"AUXSO";"INQS+";"RELS+";"RPTS*";"STOSO"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@RELFG - Session:@RELFG-ORL,No Description,'ENTITLEMENTS.CONTAINS_ALL({"ORLCOR";"AUXSO";"INQS+";"RPTS*"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYORLFE - Session:@INQYORLFE,No Description,'ENTITLEMENTS.CONTAINS_ALL({"ORLCOR";"AUXSO";"FEESO";"INQS+";"RPTS*"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYSTOLI - Session:@INQYSTOLI,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCA10";"AUXSO";"BALQU";"INQS+";"QUS";"RELS+";"RPTS*";"STOSO"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYTMPIN - Session:@INQYTMPIN,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCAT8";"AUXSO";"BALQU";"INQS+";"PINSO";"QUS";"RELS+";"RPTS*";"STOSO"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@INQYWIMPI - Session:@INQYWIMPI,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCAT3";"AUXSO";"INQS+";"PINSO";"RPTS*"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@LOCGRPSWF - Session:@LOCGRPSWF,No Description,'ENTITLEMENTS.CONTAINS_ALL({"INTL";"ADMEN";"ADMEX";"ADMV2";"ADMVE";"AUXSO";"BALQU";"BNKS+";"BNKSO";"CANCL";"CANEX";"CANIN";"CURSO";"FEES*";"FEESO";"INQS+";"INQSO";"MONS+";"MONSO";"PRTS*";"QUS";"RPTS*";"RPTSO";"SW1XX";"SW2XX";"SW4XX";"SW7XX";"SW9XX";"SWFMT";"SWX99"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@ONLINESUP - Session:@ONLINESUP,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCAT8";"INQSO";"AUXSO"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@RECONSSWF - Session:@RECONSSWF,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCAT8";"ADMEN";"ADMVE";"INQS+";"SW2XX";"SWFMT"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@RELFGFEE0 - Session:@RELFGFEE0,No Description,'ENTITLEMENTS.CONTAINS_ALL({"ORLCOR";"AUXS*";"FEESO";"INQSO";"RPTSO"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@SHRES - Session:@SHRES,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCA13";"AUXSO";"INQS+";"RPTS*"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@SUPPCHNFI - Session:@SUPPCHNFI,No Description,'ENTITLEMENTS.CONTAINS_ALL({"FACTOR";"INQS+";"RPTSO"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@TM - Session:@TM-ONLINE,No Description,'ENTITLEMENTS.CONTAINS_ALL({"LOCAT8";"ADMEN";"ADMEX";"ADMVE";"ADTS+";"AUXS*";"AUXSO";"BALQU";"INQS+";"INQSO";"PINSO";"QUS";"RELS+";"RELSO";"RELU+";"RELUP";"RELV+";"RELVE";"RPTS*";"RPTSO";"SW9XX";"SWFMT";"SWX99"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@TREAS - Session:@TREAS,No Description,'ENTITLEMENTS.CONTAINS_ALL({"AFFIL";"AUXSO";"BALQU";"INQS+";"PSRSO";"PSRUP";"QUS"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@WOPPASCTR - Session:@WOPPASCTR,No Description,'ENTITLEMENTS.CONTAINS_ALL({"MTRANS";"ADMEN";"ADMEX";"ADMVE";"AUXS*";"AUXSO";"CANCL";"CANEX";"CANIN";"ENTRY";"ERTOV";"EXBKT";"EXCQU";"EXFED";"EXFUT";"EXSWF";"INQS+";"PHADV";"QUS";"REBKT";"REFED";"RELS+";"RELSO";"RESWF";"RPTS*";"RPTSO";"RSKSO";"STOPS";"STOS+";"STOSO";"SW1XX";"SW2XX";"SW3XX";"SW4XX";"SW5XX";"SW6XX";"SW7XX";"SW8XX";"SW9XX";"SWFMT";"SWX99";"VEALL";"VEBKT";"VECOR";"VEFED";"VEFUT";"VELTR";"VESWF"})',Money Transfer System,TRUE,FALSE,UFSS146
Template:@WOPPDEPLP - Session:@WOPPDEPLP,No Description,'ENTITLEMENTS.CONTAINS_ALL({"MTRANS";"INQS+";"RSKNB"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@WOPPENTRY - Session:@WOPPENTRY,No Description,'ENTITLEMENTS.CONTAINS_ALL({"MTRANS";"AUXS*";"AUXSO";"BALQU";"ENTRY";"ERTOV";"INQS+";"PINSO";"PHADV";"REBKT";"REFED";"RELS+";"RELSO";"RESWF";"RPTS*";"RPTSO";"SW1XX";"SW2XX";"VEALL";"VEBKT";"VEFED";"VEFUT";"VESWF"})',Money Transfer System,TRUE,FALSE,UFSS146
Template:@WOPPEXRSK - Session:@WOPPEXRSK,No Description,'ENTITLEMENTS.CONTAINS_ALL({"MTRANS";"CANCL";"CANEX";"CANIN";"EXBKT";"EXCQU";"EXFED";"EXFUT";"EXSWF";"INQS+";"PHADV";"REBKT";"REFED";"RESWF";"RSKBA";"RSKNB";"RSKQU";"RSKSO";"VEALL";"VEBKT";"VEFED";"VEFUT";"VELTR";"VESWF"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@WOPSENTRY - Session:@WOPSENTRY,No Description,'ENTITLEMENTS.CONTAINS_ALL({"MTRANS";"AUXS*";"AUXSO";"BALQU";"CURSO";"INQS+";"QUS";"RELS+";"RELSO";"RPTS*";"RPTSO"})',Money Transfer System,FALSE,FALSE,UFSS146
Template:@WOPSSPINV - Session:@WOPSSPINV,No Description,'ENTITLEMENTS.CONTAINS_ALL({"MTRANS";"ADTS+";"AUXS*";"AUXSO";"BALQU";"CURSO";"INQS+";"PINSO";"QUS";"RELS+";"RELSO";"RPTS*";"RPTSO";"STOS+";"STOSO"})',Money Transfer System,FALSE,FALSE,UFSS146
